phase,phase_name,divergence
0,Stable,0.09934283060224654
0,Stable,-0.027652860234236933
0,Stable,0.1295377076201385
0,Stable,0.3046059712816051
0,Stable,-0.046830674944667194
0,Stable,-0.04682739138983611
0,Stable,0.3158425631014783
0,Stable,0.15348694583058176
0,Stable,-0.09389487718699042
0,Stable,0.10851200871719294
0,Stable,-0.09268353856249245
0,Stable,-0.09314595071405138
0,Stable,0.04839245431320682
0,Stable,-0.3826560489315596
0,Stable,-0.3449835665026066
0,Stable,-0.11245750584819454
0,Stable,-0.20256622406688476
0,Stable,0.06284946651905478
0,Stable,-0.1816048151042422
0,Stable,-0.2824607402670583
0,Stable,0.29312975378431083
0,Stable,-0.04515526009730714
0,Stable,0.013505640937584768
0,Stable,-0.28494963724269134
0,Stable,-0.10887654490503654
0,Stable,0.02218451794197322
0,Stable,-0.23019871548446058
0,Stable,0.0751396036691344
0,Stable,-0.120127737983761
0,Stable,-0.05833874995865536
0,Stable,-0.12034132244587939
0,Stable,0.37045563690178757
0,Stable,-0.0026994449475867843
0,Stable,-0.2115421857911801
0,Stable,0.16450898242063783
0,Stable,-0.24416872999420447
0,Stable,0.041772719000951086
0,Stable,-0.3919340247759551
0,Stable,-0.26563720977968613
0,Stable,0.039372247173824704
0,Stable,0.1476933159990821
0,Stable,0.0342736562379941
0,Stable,-0.023129656477648107
0,Stable,-0.06022073911785776
0,Stable,-0.2957043980734855
0,Stable,-0.14396884167894172
0,Stable,-0.09212775419195751
0,Stable,0.21142444524378315
0,Stable,0.06872365791369228
0,Stable,-0.3526080310725468
1,Doubt,1.064816793878959
1,Doubt,0.9229835439167366
1,Doubt,0.8646155999388082
1,Doubt,1.1223352577681736
1,Doubt,1.2061999044991902
1,Doubt,1.1862560238232398
1,Doubt,0.8321564953554723
1,Doubt,0.9381575248297571
1,Doubt,1.0662526862807127
1,Doubt,1.1951090254244718
1,Doubt,0.904165152430942
1,Doubt,0.9628682046672365
1,Doubt,0.7787330051987944
1,Doubt,0.7607586751838659
1,Doubt,1.1625051644788396
1,Doubt,1.2712480057141646
1,Doubt,0.9855979756839333
1,Doubt,1.2007065795784049
1,Doubt,1.0723272050095267
1,Doubt,0.8709760490789751
1,Doubt,1.0722791211016829
1,Doubt,1.3076073132931938
1,Doubt,0.9928347921780097
1,Doubt,1.3129287311628013
1,Doubt,0.4760509791820511
1,Doubt,1.1643805008750447
1,Doubt,1.0174094136476342
1,Doubt,0.9401985299068265
1,Doubt,1.0183521553071004
1,Doubt,0.6024862170798214
1,Doubt,0.9560656224324976
1,Doubt,1.0714225143023492
1,Doubt,1.2955788089483034
1,Doubt,0.8963459563452705
1,Doubt,0.8383012794213625
1,Doubt,0.8996485912830927
1,Doubt,1.1830804235404149
1,Doubt,1.0657502219319368
1,Doubt,0.8940479592465922
1,Doubt,1.1026534866226712
1,Doubt,1.019415509869608
1,Doubt,1.193728998106578
1,Doubt,0.8595893812245295
1,Doubt,0.9344675706804464
1,Doubt,0.9215783693735684
1,Doubt,0.7072970103735763
1,Doubt,1.0592240554129153
1,Doubt,1.052211054435978
1,Doubt,1.001022691328492
1,Doubt,0.9530825733249706
2,Conflict,1.5753887773848758
2,Conflict,1.8738064031703923
2,Conflict,1.897185645041969
2,Conflict,1.7593168192335145
2,Conflict,1.9516142865001973
2,Conflict,2.1212152570443616
2,Conflict,2.565855770363159
2,Conflict,2.0523733438495517
2,Conflict,2.0772651172168293
2,Conflict,1.9776662252701498
2,Conflict,1.4243686354102876
2,Conflict,1.992045837365235
2,Conflict,2.018069062982308
2,Conflict,2.7389726337455857
2,Conflict,1.9422917105656632
2,Conflict,2.0904642027000837
2,Conflict,1.989586469088427
2,Conflict,1.6493965887141404
2,Conflict,2.342846844354506
2,Conflict,2.225579909806032
2,Conflict,2.2373095841129143
2,Conflict,1.7271837635615783
2,Conflict,2.4208382932808297
2,Conflict,1.5794446811623157
2,Conflict,2.176057128140081
2,Conflict,2.6571366877429936
2,Conflict,1.7028391024607936
2,Conflict,1.8301106811191685
2,Conflict,2.029895409526292
2,Conflict,1.8489573037651403
2,Conflict,1.5348009706801602
2,Conflict,2.0205688924418084
2,Conflict,1.6813088858821685
2,Conflict,2.1420777291905546
2,Conflict,1.724172729729859
2,Conflict,2.4649803215052617
2,Conflict,1.765024012299129
2,Conflict,1.9033815451382974
2,Conflict,2.244055165210901
2,Conflict,1.6307407050698135
2,Conflict,2.0682379803812387
2,Conflict,2.3921428262847284
2,Conflict,1.5177550296316318
2,Conflict,2.055390157559691
2,Conflict,2.0779648382745273
2,Conflict,2.234546861533193
2,Conflict,1.6289147867365754
2,Conflict,1.6038630160747172
2,Conflict,2.1565824696850693
2,Conflict,2.089095401969956
3,Synthesis,3.0751478551037628
3,Synthesis,3.1039344628490926
3,Synthesis,2.795992583526453
3,Synthesis,3.069676109148301
3,Synthesis,3.0879217419896046
3,Synthesis,2.78569457459209
3,Synthesis,3.559732353343427
3,Synthesis,3.1421498762735363
3,Synthesis,2.6426089508392057
3,Synthesis,3.1969660825901487
3,Synthesis,2.7075954989318034
3,Synthesis,3.2361253811227355
3,Synthesis,3.347578673702221
3,Synthesis,2.7537953044944867
3,Synthesis,3.2890128387732966
3,Synthesis,3.1238342780809494
3,Synthesis,3.246618047998347
3,Synthesis,3.569037894796184
3,Synthesis,2.926383565199139
3,Synthesis,2.7738791506927534
3,Synthesis,2.733145671112343
3,Synthesis,2.7552569145103685
3,Synthesis,2.976869487175769
3,Synthesis,3.102345592444993
3,Synthesis,3.083007239799006
3,Synthesis,3.248154974710807
3,Synthesis,3.003900567563372
3,Synthesis,3.4360602231471953
3,Synthesis,2.9206029500286133
3,Synthesis,3.8160507499768856
3,Synthesis,3.1877002043295017
3,Synthesis,2.7428527330751153
3,Synthesis,2.678732250581666
3,Synthesis,3.1447417245729556
3,Synthesis,2.932961164402245
3,Synthesis,3.2142001482276275
3,Synthesis,3.1419712873720633
3,Synthesis,2.978151326202938
3,Synthesis,2.7459618845794784
3,Synthesis,2.5455458325942404
3,Synthesis,2.8660455143798935
3,Synthesis,3.256919638297042
3,Synthesis,3.064228123239061
3,Synthesis,2.6262783663864036
3,Synthesis,3.0519542777553545
3,Synthesis,3.115595213918651
3,Synthesis,2.73484276913966
3,Synthesis,3.046117531783658
3,Synthesis,3.0174626155338
3,Synthesis,2.657108910650813
4,New Stable,4.071557472069657
4,New Stable,4.112156905273647
4,New Stable,4.216610248635055
4,New Stable,4.210760410406981
4,New Stable,3.724466126408582
4,New Stable,3.8124349920169753
4,New Stable,4.103007053441732
4,New Stable,4.102757190182442
4,New Stable,4.10300953726121
4,New Stable,4.770546298130944
4,New Stable,4.114178102138633
4,New Stable,4.22711312803612
4,New Stable,4.19080035269864
4,New Stable,4.13027825026116
4,New Stable,3.936946151071931
4,New Stable,4.151793844098654
4,New Stable,3.8454349570924857
4,New Stable,3.9526362786519984
4,New Stable,3.9029272904341794
4,New Stable,4.016374827877264
4,New Stable,4.462931713334702
4,New Stable,3.62654696148165
4,New Stable,4.1372520380749025
4,New Stable,3.6774568257620697
4,New Stable,3.905613626842113
4,New Stable,4.217790119393473
4,New Stable,4.012856003819093
4,New Stable,3.784451044414139
4,New Stable,3.856939258148006
4,New Stable,4.135919549786935
4,New Stable,3.8539266736565727
4,New Stable,4.043291717916395
4,New Stable,4.009114367980763
4,New Stable,3.8696799304788367
4,New Stable,4.428788817865065
4,New Stable,4.126783804463602
4,New Stable,3.5949714826684787
4,New Stable,4.037290862953886
4,New Stable,3.8676427070463224
4,New Stable,4.170486666959245
4,New Stable,3.84149585231346
4,New Stable,3.9770527117066203
4,New Stable,4.100997455796091
4,New Stable,4.173151038834025
